,code,decileMarch24,d_or_o
7342,E01004449,0,0
7349,E01009825,0,0
7360,E01024344,0,2
7362,E01021878,0,2
7368,E01002496,0,2
7372,E01024611,0,1
7376,E01004214,0,0
7377,E01018804,0,2
7392,E01006396,0,1
7396,E01002068,0,0
7397,E01000153,0,1
7404,E01015879,0,1
7410,E01003549,0,1
7415,E01034973,0,1
7416,E01000573,0,1
7419,E01013739,0,1
7433,E01008676,0,1
7435,E01024476,0,0
7443,E01006644,0,2
7445,E01034093,0,1
7447,E01002170,0,2
7451,E01006624,0,1
7452,E01007721,0,2
7453,E01016028,0,2
7462,E01034700,0,0
7465,E01034998,0,0
7468,E01000147,0,0
7470,E01000036,0,1
7472,E01031471,0,0
7480,E01013389,0,2
7489,E01002058,0,0
7490,E01004290,0,1
7492,E01023336,0,2
7496,E01019505,0,0
7517,E01028441,0,0
7527,E01016037,0,1
7534,E01004291,0,1
7540,E01034840,0,2
7548,E01015182,0,0
7552,E01027353,0,0
7559,E01011466,0,0
7563,E01017722,0,0
7579,E01006676,0,0
7584,E01021154,0,0
7594,E01035676,0,2
7601,E01021826,0,2
7603,E01035745,0,2
7619,E01025564,0,0
7620,E01027330,0,0
7628,E01006623,0,1
7634,E01001717,0,2
7636,E01016500,0,2
7639,E01001836,0,0
7645,E01016039,0,1
7651,E01032774,0,2
7653,E01033441,0,2
7655,E01021060,0,1
7662,E01012470,0,2
7664,E01018921,0,1
7667,E01004369,0,1
7673,E01016144,0,1
7677,E01009481,0,1
7681,E01022999,0,1
7682,E01031548,0,2
7683,E01000305,0,0
7690,E01017116,0,0
7698,E01016031,0,1
7703,E01008665,0,0
7704,E01003249,0,2
7706,E01015542,0,1
7708,E01028260,0,2
7710,E01035399,0,2
7715,E01025656,0,2
7735,E01027004,0,1
7744,E01012931,0,2
7748,E01011020,0,2
7749,E01019918,0,2
7752,E01032123,0,0
7774,E01026055,0,0
7782,E01013189,0,0
7788,E01034453,0,2
7790,E01002881,0,1
7792,E01018040,0,2
7796,E01006411,0,1
7797,E01034463,0,2
7799,E01005088,0,1
7813,E01004059,0,0
7814,E01035147,0,2
7819,E01007345,0,1
7823,E01025736,0,0
7827,E01033915,0,0
7829,E01004283,0,1
7830,E01031205,0,2
7834,E01009084,0,2
7837,E01021879,0,1
7848,E01028016,0,0
7850,E01029381,0,2
7863,E01029970,0,0
7867,E01008333,0,1
7879,E01013893,0,1
7888,E01008438,0,1
7900,E01028277,0,2
7903,E01015432,0,2
7908,E01029291,0,2
7909,E01019497,0,1
7911,E01015295,0,1
7914,E01031849,0,0
7915,E01033831,0,2
7918,E01000637,0,0
7926,E01006423,0,1
7930,E01002273,0,1
7940,E01024726,0,2
7941,E01029910,0,1
7948,E01031549,0,0
7955,E01031149,0,0
7957,E01016016,0,1
7964,E01015412,0,0
7966,E01029038,0,1
7969,E01021020,0,2
7975,E01013733,0,0
7987,E01034449,0,0
7993,E01024587,0,0
7994,E01017609,0,0
8002,E01021319,0,1
8004,E01015630,0,2
8006,E01035279,0,2
8007,E01021696,0,2
8013,E01032570,0,1
8021,E01002281,0,1
8022,E01021318,0,2
8035,E01000484,0,2
8037,E01002168,0,1
8043,E01032406,0,1
8044,E01015486,0,0
8048,E01006673,0,0
8058,E01011319,0,2
8061,E01017156,0,2
8062,E01000510,0,0
8069,E01009117,0,1
8072,E01008444,0,1
8074,E01005313,0,1
8075,E01015434,0,0
8088,E01011656,0,0
8090,E01015882,0,0
8097,E01024690,0,1
8098,E01011373,0,1
8099,E01024246,0,2
8103,E01009916,0,1
8105,E01035292,0,0
8108,E01006627,0,1
8109,E01000017,0,1
8114,E01017155,0,1
8116,E01020590,0,2
8118,E01028225,0,2
8126,E01008000,0,2
8143,E01017660,0,2
8147,E01018354,0,2
8149,E01002004,0,2
8151,E01024311,0,2
8153,E01028451,0,2
8154,E01020355,0,1
8162,E01006514,0,2
8165,E01028743,0,2
8167,E01009751,0,2
8174,E01028636,0,1
8184,E01028223,0,0
8192,E01027599,0,1
8193,E01016115,0,0
8195,E01012251,0,2
8200,E01022983,0,1
8204,E01016557,0,1
8206,E01029888,0,0
8208,E01002171,0,1
8210,E01023395,0,2
8212,E01033785,0,2
8214,E01021853,0,2
8216,E01006677,0,1
8217,E01008509,0,0
8219,E01021353,0,0
8224,E01010686,0,2
8229,E01009912,0,1
8230,E01016074,0,1
8231,E01016020,0,0
8240,E01033955,0,1
8271,E01013741,0,0
8272,E01002203,0,1
8284,E01016464,0,1
8287,E01015176,0,1
8292,E01004454,0,0
8296,E01028303,0,0
8304,E01010493,0,1
8311,E01020356,0,2
8314,E01020088,0,2
8318,E01006967,0,2
8319,E01025881,0,0
8320,E01007767,0,1
8327,E01005316,0,2
8346,E01030984,0,2
8351,E01009212,0,2
8353,E01000049,0,0
8356,E01024110,0,0
8360,E01017604,0,2
8366,E01007006,0,1
8368,E01020987,0,1
8369,E01005561,0,2
8370,E01011182,0,2
8373,E01001412,0,1
8376,E01032730,0,0
8381,E01000528,0,2
8387,E01024292,0,1
8390,E01005090,0,2
8396,E01020727,0,1
8404,E01033456,0,2
8405,E01033940,0,1
8409,E01008671,0,2
8414,E01009217,0,1
8415,E01026897,0,1
8427,E01014447,0,0
8428,E01026070,0,2
8429,E01006629,0,2
8436,E01024731,0,1
8437,E01001410,0,1
8446,E01005091,0,1
8449,E01027613,0,1
8450,E01015399,0,2
8456,E01016836,0,0
8460,E01002146,0,2
8462,E01028013,0,0
8465,E01002590,0,0
8468,E01016116,0,2
8471,E01009087,0,0
8473,E01017453,0,1
8484,E01003507,0,0
8490,E01034430,0,0
8498,E01009168,0,1
8499,E01030015,0,0
8512,E01020466,0,2
8519,E01028979,0,1
8520,E01002173,0,2
8541,E01000126,0,2
8547,E01027774,0,2
8550,E01003556,0,1
8553,E01011473,0,0
8554,E01033548,0,2
8563,E01006728,0,1
8565,E01005901,0,2
8572,E01019455,0,1
8574,E01003793,0,2
8579,E01011987,0,0
8580,E01002169,0,0
8583,E01035285,0,1
8587,E01004374,0,0
8589,E01035206,0,2
8591,E01005753,0,1
8597,E01007710,0,0
8599,E01020586,0,2
8606,E01033463,0,2
8609,E01017477,0,0
8611,E01004447,0,1
8612,E01023333,0,2
8614,E01002165,0,0
8615,E01020560,0,0
8620,E01011029,0,0
8621,E01009216,0,0
8629,E01003723,0,1
8635,E01010241,0,1
8636,E01006639,0,1
8642,E01020470,0,1
8643,E01035287,0,2
8648,E01016022,0,2
8663,E01024155,0,2
8664,E01000558,0,2
8665,E01008133,0,0
8667,E01033826,0,2
8672,E01010308,0,1
8679,E01035679,0,2
8680,E01016075,0,0
8681,E01024247,0,1
8687,E01013661,0,2
8699,E01003727,0,2
8701,E01035188,0,1
8703,E01025750,0,1
8706,E01016143,0,0
8709,E01013851,0,1
8714,E01031012,0,0
8722,E01015919,0,0
8723,E01030227,0,2
8724,E01015535,0,0
8725,E01012800,0,2
8726,E01026264,0,2
8727,E01028623,0,2
8729,E01020354,0,2
8730,E01026012,0,0
8732,E01012285,0,2
8735,E01008098,0,2
8736,E01020333,0,0
8738,E01007999,0,2
8740,E01001608,0,0
8750,E01003725,0,2
8752,E01010361,0,1
8754,E01007976,0,1
8755,E01000526,0,1
8758,E01001565,0,0
8759,E01029415,0,2
8762,E01000575,0,2
8763,E01021939,0,2
8764,E01005553,0,1
8769,E01006662,0,1
8771,E01015648,0,2
8777,E01029207,0,1
8781,E01034824,0,1
8784,E01022068,0,2
8787,E01000538,0,0
8793,E01035283,0,2
8796,E01004462,0,2
8797,E01009088,0,0
8799,E01002537,0,1
8801,E01033809,0,0
8802,E01017607,0,2
8803,E01008349,0,0
8809,E01034160,0,2
8811,E01007830,0,2
8813,E01006390,0,2
8814,E01009213,0,0
8816,E01000383,0,0
8863,E01011470,0,1
8864,E01002612,0,2
8876,E01020585,0,1
8878,E01006322,0,0
8879,E01002077,0,1
8880,E01000570,0,2
8882,E01007402,0,1
8884,E01008247,0,1
8892,E01014587,0,1
8905,E01008434,0,1
8906,E01027120,0,1
8908,E01015234,0,2
8909,E01001815,0,2
8912,E01034472,0,2
8917,E01016042,0,2
8926,E01023627,0,1
8929,E01010115,0,2
8930,E01033792,0,1
8931,E01001579,0,0
8933,E01016864,0,0
8935,E01032679,0,1
8942,E01013334,0,2
8947,E01010116,0,2
8948,E01010594,0,2
8949,E01028634,0,0
8950,E01021542,0,0
8959,E01033814,0,2
8960,E01009108,0,2
8961,E01028681,0,0
8964,E01009059,0,0
8969,E01004286,0,0
8970,E01009056,0,2
8972,E01009795,0,1
8974,E01000077,0,2
8981,E01001543,0,2
8982,E01035668,0,0
8991,E01029006,0,0
8995,E01014202,0,2
8996,E01031565,0,2
8998,E01019820,0,2
9001,E01002313,0,0
9006,E01021405,0,1
9015,E01002104,0,0
9019,E01025696,0,2
9020,E01022032,0,2
9024,E01033919,0,0
9027,E01008286,0,1
9030,E01023313,0,1
9034,E01006260,0,2
9035,E01007296,0,1
9037,E01012120,0,0
9038,E01002296,0,2
9043,E01024317,0,0
9044,E01015429,0,1
9047,E01010884,0,1
9057,E01019038,0,0
9064,E01018736,0,1
9066,E01012119,0,0
9070,E01013652,0,0
9072,E01003406,0,1
9073,E01000130,0,2
9074,E01034955,0,1
9076,E01033457,0,1
9077,E01011016,0,0
9079,E01024601,0,0
9083,E01003724,0,2
9084,E01009089,0,2
9087,E01031532,0,0
9089,E01016132,0,2
9096,E01004289,0,0
9100,E01006283,0,0
9102,E01004574,0,2
9107,E01020248,0,0
9109,E01030426,0,1
9110,E01015413,0,1
9115,E01024088,0,1
9123,E01014702,0,2
9131,E01000022,0,1
9132,E01000473,0,0
9133,E01000154,0,1
9135,E01014019,0,2
9136,E01029158,0,2
9141,E01000578,0,0
9143,E01001678,0,1
9150,E01004175,0,0
9151,E01007292,0,1
9154,E01030749,0,2
9159,E01016083,0,2
9160,E01028751,0,0
9162,E01026007,0,0
9166,E01011104,0,1
9180,E01022281,0,0
9185,E01033917,0,2
9191,E01020556,0,0
9192,E01001692,0,0
9200,E01031501,0,2
9206,E01009796,0,2
9208,E01009915,0,1
9209,E01027991,0,1
9210,E01000097,0,2
9222,E01005660,0,0
9227,E01000007,0,1
9228,E01007020,0,2
9235,E01006678,0,2
9236,E01021119,0,1
9241,E01031380,0,2
9244,E01017816,0,0
9247,E01008130,0,0
9250,E01035722,0,1
9251,E01004183,0,2
9253,E01001694,0,0
9256,E01001480,0,0
9258,E01017145,0,2
9259,E01030013,0,0
9266,E01009208,0,2
9269,E01002494,0,0
9271,E01027988,0,0
9272,E01033275,0,2
9280,E01034945,0,1
9284,E01013330,0,1
9285,E01008246,0,0
9287,E01007709,0,0
9288,E01006518,0,0
9289,E01018746,0,0
9290,E01015917,0,1
9292,E01034648,0,2
9296,E01027685,0,1
9297,E01015302,0,0
9299,E01001820,0,2
9301,E01017518,0,1
9305,E01024895,0,0
9321,E01025684,0,2
9330,E01024583,0,2
9337,E01004713,0,1
9338,E01024260,0,0
9349,E01029904,0,0
9351,E01020350,0,2
9352,E01000617,0,1
9355,E01009355,0,1
9359,E01010779,0,0
9360,E01029123,0,1
9361,E01006827,0,1
9362,E01006672,0,0
9363,E01000540,0,0
9365,E01006421,0,1
9369,E01021199,0,0
9370,E01017332,0,1
9376,E01031551,0,0
9378,E01011659,0,1
9379,E01025609,0,1
9383,E01015249,0,2
9385,E01016049,0,1
9392,E01008980,0,2
9394,E01002498,0,1
9396,E01019605,0,0
9398,E01022034,0,0
9404,E01006464,0,0
9405,E01004193,0,1
9406,E01001479,0,2
9411,E01006791,0,0
9412,E01001485,0,1
9415,E01006599,0,0
9420,E01008511,0,2
9422,E01012272,0,2
9424,E01020181,0,0
9427,E01005551,0,0
9432,E01009920,0,0
9434,E01019253,0,2
9436,E01026792,0,1
9440,E01014861,0,2
9444,E01021705,0,2
9450,E01029649,0,0
9451,E01019473,0,2
9452,E01013385,0,2
9455,E01031084,0,2
9457,E01015560,0,2
9459,E01008560,0,0
9466,E01029651,0,1
9470,E01008636,0,0
9472,E01011474,0,2
9475,E01002604,0,2
9476,E01004391,0,0
9480,E01030123,0,2
9483,E01004371,0,1
9486,E01008191,0,1
9489,E01013194,0,1
9491,E01021815,0,2
9496,E01009309,0,1
9501,E01007827,0,1
9503,E01031037,0,1
9504,E01013625,0,1
9506,E01034450,0,2
9513,E01004258,0,2
9514,E01011257,0,2
9517,E01017294,0,1
9518,E01001409,0,1
9520,E01006816,0,0
9525,E01033944,0,2
9530,E01000083,0,1
9531,E01012240,0,1
9544,E01019770,0,2
9546,E01000093,0,2
9548,E01007406,0,2
9549,E01008089,0,2
9551,E01011372,0,0
9555,E01006600,0,2
9558,E01013278,0,1
9563,E01015334,0,0
9565,E01009204,0,1
9566,E01028320,0,2
9574,E01008284,0,2
9578,E01002614,0,0
9584,E01008496,0,2
9586,E01021839,0,0
9587,E01035284,0,0
9588,E01008449,0,2
9593,E01009166,0,0
9596,E01004296,0,1
9600,E01013627,0,1
9606,E01028278,0,0
9609,E01029007,0,1
9616,E01029142,0,1
9617,E01024315,0,2
9620,E01021182,0,1
9623,E01002499,0,2
9630,E01009170,0,1
9633,E01019471,0,2
9643,E01028683,0,1
9644,E01029743,0,2
9646,E01011471,0,1
9648,E01004339,0,1
9653,E01006729,0,1
9658,E01008283,0,2
9660,E01014574,0,1
9662,E01011951,0,0
9663,E01032053,0,1
9664,E01010003,0,0
9670,E01009968,0,2
9677,E01006976,0,0
9681,E01013830,0,2
9690,E01015508,0,1
9691,E01002880,0,0
9692,E01007351,0,2
9696,E01029292,0,1
9702,E01016916,0,2
9707,E01001397,0,0
9710,E01035739,0,1
9713,E01029917,0,2
9715,E01018705,0,2
9717,E01011518,0,1
9719,E01019915,0,2
9723,E01008488,0,1
9724,E01032212,0,2
9729,E01018903,0,2
9730,E01012121,0,1
9734,E01015153,0,2
9739,E01002452,0,0
9740,E01004400,0,2
9747,E01008573,0,0
9748,E01021021,0,2
9749,E01019772,0,2
9751,E01028848,0,2
9752,E01011318,0,1
9756,E01024897,0,0
9757,E01021342,0,2
9758,E01024689,0,1
9760,E01009830,0,2
9763,E01000572,0,0
9764,E01027955,0,2
9766,E01025636,0,1
9771,E01007088,0,2
9775,E01034584,0,0
9777,E01033858,0,0
9780,E01002028,0,1
9782,E01027805,0,2
9783,E01015410,0,0
9784,E01001978,0,0
9785,E01003591,0,2
9789,E01014537,0,2
9791,E01033352,0,1
9793,E01032118,0,0
9794,E01028020,0,0
9795,E01024878,0,0
9798,E01016480,0,0
9800,E01035281,0,1
9802,E01031161,0,0
9803,E01018813,0,2
9804,E01021605,0,2
9808,E01010487,0,2
9810,E01035073,0,0
9811,E01011874,0,2
9812,E01006632,0,2
9818,E01022047,0,1
9822,E01035137,0,0
9825,E01003720,0,1
9827,E01006820,0,0
9830,E01029650,0,1
9836,E01008396,0,2
9837,E01001679,0,0
9840,E01002044,0,2
9843,E01009797,0,1
9849,E01006357,0,0
9851,E01034154,0,2
9853,E01020991,0,1
9855,E01013898,0,1
9859,E01012192,0,2
9860,E01005703,0,1
9862,E01024804,0,1
9865,E01021273,0,0
9867,E01035497,0,1
9869,E01006674,0,1
9875,E01009487,0,0
9876,E01000152,0,2
9880,E01011018,0,1
9881,E01008650,0,2
9883,E01002529,0,0
9884,E01009791,0,0
9887,E01033916,0,1
9889,E01008668,0,0
9890,E01034923,0,1
9893,E01009016,0,1
9895,E01009909,0,1
9897,E01026450,0,2
9904,E01000395,0,2
9906,E01020899,0,1
9908,E01002047,0,2
9915,E01010000,0,1
9919,E01006625,0,0
9921,E01029208,0,2
9925,E01010021,0,2
9927,E01004287,0,2
9930,E01019927,0,1
9931,E01011220,0,2
9933,E01005527,0,1
9936,E01011017,0,2
9938,E01010681,0,0
9940,E01018722,0,2
9943,E01000024,0,1
9947,E01006898,0,0
9948,E01016865,0,2
9949,E01013662,0,0
9951,E01031070,0,1
9952,E01033991,0,2
9957,E01000628,0,1
9961,E01018137,0,1
9963,E01005073,0,1
9966,E01005746,0,1
9968,E01004863,0,2
9971,E01000032,0,2
9985,E01006782,0,0
9987,E01000110,0,0
9989,E01010384,0,0
9990,E01009442,0,0
9991,E01008587,0,1
9998,E01000506,0,0
10000,E01007010,0,0
10002,E01009048,0,0
10003,E01007009,0,0
10004,E01021806,0,1
10005,E01021663,0,1
10009,E01000616,0,0
10018,E01010985,0,0
10019,E01031016,0,1
10020,E01002265,0,1
10022,E01008592,0,0
10023,E01009307,0,0
10029,E01015646,0,2
10032,E01008544,0,1
10036,E01016838,0,2
10038,E01000590,0,2
10040,E01035017,0,0
10042,E01007724,0,0
10045,E01025667,0,0
10046,E01019230,0,1
10055,E01009187,0,0
10057,E01004189,0,0
10059,E01021289,0,0
10060,E01031200,0,0
10069,E01009339,0,1
10071,E01008412,0,2
10073,E01029871,0,2
10074,E01017106,0,2
10075,E01021391,0,1
10078,E01009798,0,2
10079,E01007720,0,1
10086,E01006408,0,1
10087,E01013320,0,2
10088,E01031163,0,0
10098,E01015650,0,1
10100,E01015485,0,0
10102,E01031803,0,2
10103,E01004445,0,1
10108,E01017104,0,1
10109,E01026102,0,1
10111,E01033914,0,2
10112,E01026600,0,1
10113,E01006920,0,2
10120,E01008433,0,1
10124,E01021954,0,0
10127,E01025967,0,1
10128,E01000657,0,2
10129,E01026799,0,1
10131,E01013315,0,0
10132,E01028705,0,1
10135,E01014053,0,0
10139,E01000469,0,2
10142,E01004576,0,1
10143,E01008664,0,2
10145,E01031418,0,2
10149,E01002616,0,1
10153,E01007129,0,1
10157,E01017612,0,2
10158,E01004861,0,0
10159,E01000052,0,1
10160,E01016339,0,2
10166,E01006961,0,2
10169,E01024592,0,2
10171,E01006966,0,0
10174,E01000385,0,1
10177,E01012281,0,0
10188,E01017153,0,1
10195,E01013859,0,0
10197,E01005106,0,2
10198,E01001317,0,2
10210,E01034609,0,0
10212,E01007685,0,2
10213,E01009822,0,1
10217,E01013654,0,0
10231,E01009852,0,2
10232,E01001464,0,2
10236,E01029717,0,0
10245,E01003907,0,2
10249,E01010025,0,0
10255,E01003715,0,0
10258,E01007019,0,2
10262,E01012260,0,1
10264,E01020579,0,0
10265,E01004355,0,2
10267,E01013659,0,2
10271,E01032401,0,1
10273,E01024325,0,0
10275,E01020352,0,2
10277,E01009804,0,2
10279,E01008101,0,1
10280,E01019496,0,2
10282,E01012958,0,1
10286,E01021292,0,0
10288,E01030591,0,1
10290,E01011879,0,0
10291,E01006219,0,1
10294,E01006960,0,2
10301,E01014586,0,0
10306,E01000379,0,1
10308,E01026633,0,0
10311,E01015415,0,0
10312,E01001344,0,1
10313,E01001423,0,1
10314,E01033526,0,2
10319,E01035278,0,2
10321,E01000020,0,2
10325,E01000493,0,0
10327,E01031010,0,0
10330,E01010515,0,0
10332,E01012262,0,2
10333,E01005099,0,2
10334,E01028628,0,2
10336,E01016837,0,2
10340,E01029569,0,0
10344,E01013690,0,2
10350,E01006240,0,2
10351,E01014459,0,1
10357,E01024777,0,1
10358,E01002438,0,1
10360,E01034924,0,2
10363,E01004924,0,0
10364,E01030430,0,1
10366,E01004324,0,0
10369,E01019403,0,0
10370,E01017293,0,2
10372,E01005888,0,2
10380,E01017344,0,1
10381,E01008910,0,0
10383,E01008945,0,0
10384,E01008004,0,2
10386,E01024400,0,2
10389,E01034120,0,2
10393,E01031413,0,2
10399,E01005702,0,1
10401,E01032969,0,1
10403,E01003664,0,2
10406,E01034475,0,2
10407,E01026611,0,0
10408,E01017174,0,0
10411,E01008683,0,1
10412,E01008230,0,0
10415,E01017321,0,1
10416,E01029581,0,0
10423,E01015580,0,2
10425,E01035255,0,0
10427,E01012210,0,2
10431,E01002986,0,1
10432,E01028742,0,1
10435,E01011966,0,1
10437,E01021764,0,2
10438,E01003143,0,2
10439,E01008940,0,2
10441,E01027965,0,2
10447,E01026097,0,0
10448,E01021198,0,1
10450,E01013628,0,0
10451,E01014523,0,0
10454,E01027958,0,1
10456,E01015397,0,2
10460,E01031385,0,1
10462,E01033684,0,0
10464,E01025175,0,0
10471,E01034111,0,0
10472,E01009722,0,1
10473,E01007528,0,1
10485,E01019040,0,0
10487,E01007050,0,1
10490,E01006899,0,2
10491,E01000589,0,2
10493,E01004192,0,1
10496,E01004700,0,0
10497,E01011123,0,0
10502,E01002103,0,2
10503,E01008078,0,2
10505,E01025185,0,1
10507,E01003391,0,0
10509,E01013747,0,1
10512,E01032377,0,0
10513,E01000584,0,1
10516,E01015332,0,2
10519,E01035625,0,2
10521,E01011563,0,1
10524,E01015850,0,1
10525,E01008249,0,2
10528,E01005525,0,0
10532,E01030149,0,2
10535,E01023804,0,0
10541,E01010001,0,2
10544,E01004392,0,2
10548,E01001505,0,2
10557,E01031158,0,2
10559,E01032102,0,2
10560,E01019283,0,1
10562,E01004455,0,2
10565,E01033089,0,2
10568,E01013104,0,1
10570,E01011964,0,0
10574,E01011015,0,1
10575,E01004451,0,1
10576,E01008510,0,0
10577,E01005031,0,2
10582,E01026258,0,2
10585,E01027989,0,2
10587,E01008415,0,2
10588,E01007084,0,1
10589,E01006608,0,2
10591,E01001349,0,2
10592,E01007012,0,0
10593,E01029486,0,0
10605,E01009729,0,1
10606,E01002027,0,1
10607,E01024632,0,0
10610,E01002097,0,1
10613,E01012267,0,1
10616,E01005239,0,2
10618,E01024590,0,1
10619,E01024316,0,1
10620,E01033591,0,2
10621,E01026024,0,0
10630,E01021290,0,2
10632,E01024893,0,2
10634,E01011368,0,2
10641,E01025565,0,1
10644,E01010516,0,1
10646,E01006249,0,2
10649,E01010047,0,0
10655,E01020561,0,0
10659,E01016111,0,2
10660,E01020989,0,2
10663,E01005653,0,2
10664,E01017488,0,0
10667,E01010920,0,2
10668,E01014829,0,0
10672,E01009808,0,0
10673,E01021167,0,0
10679,E01024519,0,1
10680,E01027968,0,1
10681,E01009047,0,2
10682,E01010625,0,1
10684,E01017817,0,2
10685,E01021147,0,2
10688,E01009060,0,0
10693,E01027940,0,0
10695,E01008216,0,0
10697,E01021600,0,1
10702,E01006965,0,1
10705,E01026791,0,0
10707,E01022354,0,2
10712,E01024892,0,1
10719,E01028454,0,0
10720,E01009248,0,2
10721,E01009205,0,2
10723,E01012219,0,1
10728,E01017928,0,1
10729,E01021385,0,0
10731,E01011566,0,0
10735,E01015167,0,1
10737,E01007477,0,1
10739,E01009215,0,1
10742,E01018304,0,2
10751,E01009017,0,0
10754,E01001268,0,0
10757,E01032147,0,1
10759,E01017412,0,0
10761,E01005704,0,0
10763,E01001488,0,0
10767,E01004765,0,1
10769,E01007656,0,2
10775,E01035366,0,0
10781,E01033681,0,2
10786,E01004866,0,0
10787,E01006737,0,2
10800,E01005679,0,2
10807,E01014818,0,1
10812,E01021275,0,1
10815,E01006609,0,2
10818,E01033034,0,2
10819,E01020553,0,1
10822,E01024693,0,0
10823,E01014115,0,1
10832,E01017148,0,0
10839,E01013602,0,1
10842,E01015529,0,0
10843,E01020496,0,2
10849,E01015043,0,0
10853,E01000098,0,0
10854,E01014214,0,0
10858,E01025215,0,1
10859,E01034499,0,0
10860,E01007003,0,2
10862,E01007294,0,0
10865,E01013670,0,0
10866,E01008868,0,0
10871,E01009018,0,2
10872,E01012193,0,0
10874,E01024633,0,1
10875,E01011378,0,2
10877,E01000418,0,1
10880,E01009543,0,1
10884,E01030294,0,1
10890,E01020334,0,0
10893,E01010595,0,1
10894,E01015616,0,2
10898,E01006271,0,1
10899,E01005744,0,2
10901,E01007636,0,0
10902,E01017331,0,2
10908,E01021332,0,2
10911,E01012261,0,1
10914,E01009441,0,2
10915,E01015822,0,2
10917,E01028483,0,2
10918,E01014660,0,1
10921,E01021260,0,2
10922,E01008508,0,2
10923,E01008218,0,0
10924,E01017322,0,2
10926,E01003711,0,2
10927,E01021843,0,1
10932,E01011133,0,0
10933,E01024659,0,1
10941,E01004856,0,0
10945,E01001425,0,2
10951,E01027094,0,2
10952,E01015067,0,1
10953,E01002676,0,0
10954,E01011128,0,0
10955,E01010188,0,0
10956,E01024304,0,1
10957,E01016383,0,2
10958,E01030566,0,2
10960,E01027598,0,2
10964,E01034263,0,1
10966,E01026116,0,0
10967,E01001514,0,1
10972,E01003379,0,1
10976,E01012186,0,1
10983,E01006251,0,0
10985,E01015609,0,2
10988,E01026841,0,1
10994,E01004955,0,2
10997,E01020328,0,1
11008,E01002326,0,2
11013,E01000613,0,0
11016,E01020190,0,2
11021,E01026917,0,0
11022,E01008537,0,0
11024,E01006977,0,2
11025,E01007127,0,1
11026,E01032030,0,0
11029,E01027800,0,1
11031,E01035048,0,2
11035,E01007052,0,2
11036,E01027499,0,1
11037,E01016043,0,1
11039,E01033989,0,1
11043,E01007988,0,2
11049,E01003374,0,1
11051,E01024314,0,2
11054,E01013285,0,2
11055,E01021276,0,0
11057,E01009383,0,0
11059,E01024855,0,0
11061,E01009250,0,2
11063,E01009393,0,2
11064,E01009862,0,0
11066,E01009305,0,0
11070,E01007839,0,1
11072,E01026602,0,2
11076,E01012609,0,0
11077,E01000009,0,1
11081,E01006284,0,0
11089,E01003714,0,2
11092,E01021277,0,2
11094,E01001491,0,1
11095,E01011434,0,2
11096,E01020686,0,1
11098,E01006948,0,0
11099,E01021337,0,2
11101,E01010775,0,1
11104,E01035332,0,1
11105,E01016714,0,1
11106,E01021272,0,2
11107,E01010488,0,2
11109,E01002458,0,1
11114,E01016710,0,0
11118,E01002325,0,0
11119,E01035333,0,0
11125,E01011370,0,1
11127,E01019493,0,2
11128,E01006605,0,0
11129,E01000949,0,2
11132,E01024858,0,2
11133,E01008590,0,2
11134,E01001686,0,1
11137,E01019195,0,1
11140,E01031039,0,2
11143,E01006287,0,2
11144,E01008345,0,2
11146,E01005101,0,1
11151,E01008864,0,0
11153,E01029487,0,1
11158,E01019838,0,2
11160,E01001511,0,0
11162,E01020992,0,0
11163,E01020194,0,1
11164,E01016803,0,1
11165,E01019928,0,0
11168,E01021590,0,1
11171,E01033228,0,0
11173,E01034751,0,0
11178,E01006611,0,1
11179,E01033182,0,0
11185,E01015830,0,0
11186,E01008001,0,0
11188,E01004940,0,0
11193,E01032879,0,2
11194,E01025668,0,2
11195,E01009247,0,0
11200,E01013655,0,2
11201,E01025687,0,1
11206,E01004108,0,0
11211,E01010592,0,1
11214,E01010569,0,0
11216,E01028725,0,1
11217,E01027710,0,2
11219,E01021169,0,0
11220,E01009134,0,1
11221,E01005613,0,2
11222,E01029489,0,2
11223,E01009868,0,0
11231,E01016399,0,2
11234,E01027089,0,2
11235,E01002629,0,1
11244,E01008036,0,0
11245,E01014499,0,1
11247,E01033942,0,0
11248,E01019272,0,1
11249,E01025986,0,0
11265,E01005206,0,1
11266,E01019547,0,2
11271,E01032122,0,1
11272,E01011140,0,1
11280,E01007691,0,0
11290,E01023147,0,2
11294,E01002451,0,2
11295,E01032905,0,2
11296,E01015670,0,2
11297,E01025976,0,0
11300,E01024666,0,1
11304,E01016866,0,1
11309,E01015814,0,2
11311,E01026617,0,2
11314,E01021279,0,0
11315,E01029091,0,2
11316,E01024319,0,0
11320,E01002200,0,1
11322,E01005513,0,1
11325,E01015765,0,0
11328,E01028281,0,2
11330,E01006613,0,1
11331,E01009866,0,1
11335,E01021291,0,0
11337,E01011138,0,1
11338,E01008534,0,2
11342,E01005565,0,0
11343,E01007987,0,2
11344,E01008485,0,0
11346,E01003639,0,0
11348,E01009833,0,1
11349,E01027379,0,1
11350,E01017292,0,1
11353,E01034654,0,1
11355,E01006962,0,0
11356,E01028318,0,1
11358,E01002446,0,0
11359,E01012884,0,1
11362,E01021352,0,2
11363,E01008674,0,0
11364,E01028633,0,0
11367,E01035190,0,0
11368,E01002927,0,0
11378,E01035230,0,2
11381,E01008091,0,0
11382,E01008591,0,1
11384,E01005189,0,1
