areacd,d_or_o
E00115948,0
E00129608,2
E00031192,1
E00190256,2
E00126941,0
E00129605,1
E00121660,0
E00113962,1
E00182358,0
E00084650,1
E00084649,1
E00121652,1
E00066093,2
E00090320,1
E00084646,0
E00023320,2
E00085259,2
E00084678,2
E00016843,0
E00182323,1
E00084671,1
E00084670,2
E00014886,2
E00187381,1
E00019892,1
E00019893,1
E00084668,0
E00138199,2
E00030996,1
E00065961,0
E00031204,0
E00142342,1
E00065983,1
E00031206,2
E00007585,0
E00084643,0
E00065978,2
E00065977,2
E00101446,0
E00014068,1
E00030123,0
E00033030,2
E00089326,0
E00006092,1
E00129655,0
E00031766,0
E00007573,1
E00142320,2
E00084618,0
E00007586,0
E00023317,1
E00085401,2
E00084644,2
E00029777,2
E00014072,2
E00029775,0
E00055294,2
E00129622,1
E00031159,0
E00015583,1
E00031161,1
E00031162,2
E00016448,2
E00016856,0
E00083450,1
E00084631,2
E00190274,1
E00083448,1
E00015190,2
E00113837,2
E00182303,0
E00190287,1
E00007566,2
E00016846,1
E00033048,0
E00015808,0
E00049863,0
E00121517,2
E00121513,0
E00131261,1
E00092356,2
E00016879,2
E00140832,0
E00014044,0
E00014043,2
E00014041,0
E00011297,1
E00014040,1
E00089410,2
E00016868,2
E00075721,2
E00020600,1
E00012325,1
E00014036,1
E00032151,0
E00110484,0
E00171058,1
E00030835,0
E00171061,1
E00077593,1
E00085812,1
E00140810,0
E00127413,0
E00190273,1
E00007616,0
E00148081,0
E00187330,0
E00031167,1
E00098184,2
E00167943,1
E00031168,1
E00019566,0
E00136398,1
E00066089,1
E00141947,0
E00171025,2
E00188626,0
E00003301,1
E00006122,1
E00087159,1
E00066082,1
E00092308,0
E00084682,1
E00066078,1
E00066077,1
E00066076,0
E00066084,2
E00074057,2
E00007613,1
E00019870,1
E00015340,2
E00018846,0
E00120598,0
E00092339,0
E00121582,0
E00188828,0
E00011430,0
E00030754,1
E00085780,1
E00032253,2
E00083495,0
E00006102,2
E00015217,2
E00032574,1
E00006119,2
E00062104,2
E00083486,1
E00190460,2
E00190459,1
E00083483,1
E00148119,0
E00025399,2
E00083480,0
E00190455,0
E00066048,1
E00066047,0
E00007612,2
E00066046,0
E00085798,1
E00089598,0
E00098191,2
E00188368,0
E00130828,1
E00098194,1
E00098195,1
E00143757,1
E00093876,2
E00006034,2
E00130860,1
E00075798,0
E00109860,2
E00136356,0
E00038108,1
E00084537,2
E00030095,2
E00149086,2
E00190428,0
E00165083,1
E00165085,1
E00020594,2
E00013588,2
E00126555,1
E00013982,1
E00001711,2
E00109858,0
E00189352,0
E00165071,0
E00126908,2
E00165052,2
E00120578,1
E00030085,2
E00076038,0
E00165056,1
E00165057,1
E00126559,1
E00190443,2
E00016696,1
E00000992,0
E00152039,0
E00014000,1
E00152041,1
E00153171,0
E00019587,2
E00015431,2
E00165060,2
E00126563,0
E00109864,2
E00128372,2
E00171533,0
E00003338,2
E00136339,2
E00121186,1
E00116132,0
E00055176,1
E00116130,0
E00055177,0
E00130733,2
E00122728,2
E00033112,1
E00032442,2
E00130695,1
E00187698,0
E00129684,0
E00003185,2
E00077340,1
E00171462,2
E00138292,0
E00006022,0
E00109869,0
E00129678,1
E00109871,2
E00152055,0
E00129675,1
E00171488,0
E00025156,2
E00085711,0
E00085710,0
E00126914,1
E00084582,1
E00006015,1
E00171486,0
E00022022,2
E00029930,1
E00018851,2
E00092444,2
E00165050,2
E00165047,1
E00089615,2
E00126523,2
E00102408,1
E00095439,0
E00109835,2
E00164982,1
E00085714,0
E00086153,1
E00171315,2
E00077480,1
E00085727,2
E00121169,0
E00077477,2
E00171300,2
E00094247,2
E00164976,1
E00019910,2
E00089629,0
E00121162,0
E00084551,2
E00190465,0
E00033053,2
E00084548,1
E00094223,2
E00016121,1
E00084546,2
E00140378,1
E00084544,0
E00055110,1
E00130875,0
E00012302,1
E00190392,1
E00032453,2
E00086171,1
E00001554,0
E00190389,1
E00190388,0
E00084570,0
E00073182,2
E00132495,0
E00086124,0
E00165034,2
E00105147,0
E00190384,1
E00165037,1
E00001697,0
E00014018,0
E00165040,1
E00165041,0
E00033081,0
E00181157,2
E00185511,0
E00031133,1
E00120965,0
E00129651,1
E00074763,2
E00086128,1
E00094274,2
E00031339,0
E00116198,0
E00116197,1
E00116195,0
E00015765,1
E00000892,2
E00151990,2
E00020357,0
E00086136,0
E00077443,2
E00154602,1
E00131035,1
E00075037,0
E00188989,2
E00010803,0
E00131039,2
E00190377,2
E00152007,1
E00170670,2
E00123560,2
E00131044,2
E00147341,0
E00116020,0
E00107966,0
E00129641,1
E00015786,1
E00010792,2
E00145192,2
E00094034,0
E00113984,1
E00098150,1
E00131016,0
E00126527,2
E00019351,1
E00121956,1
E00051649,2
E00140327,1
E00098148,0
E00075048,1
E00066461,0
E00063051,0
E00170649,2
E00116038,0
E00055209,0
E00131031,0
E00104231,0
E00083835,1
E00066457,2
E00190411,1
E00023329,1
E00047793,2
E00020560,0
E00062347,1
E00187475,2
E00116027,0
E00170690,1
E00152242,1
E00130917,2
E00132159,1
E00110454,1
E00006187,0
E00130921,2
E00010980,0
E00000901,2
E00130905,1
E00181267,2
E00121453,2
E00000903,1
E00019498,1
E00113956,1
E00130886,1
E00106871,0
E00130888,2
E00115975,1
E00055231,0
E00152220,0
E00019490,1
E00083668,0
E00062323,1
E00062322,0
E00062321,1
E00016624,0
E00135710,1
E00022037,0
E00182379,2
E00078068,0
E00015813,1
E00055226,1
E00015822,1
E00098160,0
E00055228,2
E00000877,1
E00083953,0
E00023327,1
E00015839,2
E00010936,0
E00010964,2
E00114010,0
E00099034,1
E00018827,1
E00066550,2
E00026297,0
E00022024,2
E00170334,1
E00010953,2
E00007793,0
E00123068,2
E00015825,1
E00078073,0
E00078888,1
E00130933,2
E00000882,2
E00130935,1
E00016609,2
E00007804,1
E00188050,1
E00031132,1
E00109878,0
E00150189,2
E00120013,1
E00056042,1
E00113998,0
E00030907,1
E00009848,0
E00121111,2
E00116111,1
E00110443,1
E00019518,1
E00015794,2
E00137782,2
E00141641,2
E00120074,2
E00026031,2
E00000977,2
E00016041,2
E00189117,2
E00078057,0
E00144652,0
E00121129,0
E00078109,2
E00010984,0
E00090990,2
E00090987,2
E00019594,1
E00017328,0
E00015558,1
E00106844,2
E00017325,2
E00017324,1
E00015656,0
E00017322,0
E00090967,1
E00189132,2
E00074576,2
E00090970,2
E00083737,0
E00170590,2
E00055198,0
E00113992,0
E00113991,2
E00015641,0
E00015576,1
E00015639,2
E00082684,2
E00074584,1
E00127520,2
E00066505,0
E00055202,0
E00089711,1
E00019465,2
E00032070,1
E00030775,2
E00015567,1
E00016944,0
E00016387,2
E00016995,2
E00083778,2
E00170171,2
E00107981,2
E00016991,0
E00083696,2
E00016253,2
E00034443,2
E00016987,2
E00028077,2
E00114134,0
E00083689,1
E00028075,1
E00150579,0
E00062641,1
E00076126,0
E00170910,1
E00083757,2
E00189096,2
E00155559,2
E00114150,1
E00019458,2
E00094147,2
E00030476,2
E00155563,1
E00019397,2
E00075340,2
E00033874,1
E00083710,0
E00074676,1
E00019402,2
E00170162,1
E00015630,0
E00015628,0
E00056020,2
E00114145,1
E00076059,1
E00076058,2
E00062635,2
E00078114,0
E00120933,2
E00134159,1
E00076052,1
E00015616,0
E00126599,0
E00126598,2
E00181323,2
E00030154,0
E00110437,2
E00110438,2
E00147405,0
E00003257,2
E00091603,2
E00099110,1
E00031987,0
E00000912,1
E00000914,0
E00019391,0
E00024190,0
E00015742,2
E00075298,2
E00126619,1
E00062630,2
E00017344,2
E00017343,1
E00083803,0
E00015734,1
E00083805,1
E00013371,2
E00121299,1
E00017341,0
E00028071,2
E00187973,1
E00083821,1
E00083560,2
E00170147,1
E00075305,0
E00006154,2
E00128676,0
E00170069,1
E00121314,2
E00017345,2
E00000907,2
E00189145,1
E00133628,0
E00128417,2
E00000915,2
E00015731,1
E00133609,0
E00015706,2
E00127918,0
E00020164,2
E00096159,0
E00170067,1
E00170066,1
E00015696,0
E00170064,1
E00014191,2
E00020917,2
E00006366,2
E00006171,0
E00006364,0
E00128683,1
E00083794,2
E00062691,2
E00086299,2
E00150443,2
E00006165,2
E00086294,2
E00079061,1
E00086292,0
E00086291,1
E00123834,1
E00170051,2
E00121350,2
E00003248,0
E00087363,2
E00114159,2
E00086305,1
E00114158,1
E00170127,1
E00114157,0
E00023236,1
E00086318,0
E00121351,2
E00083956,1
E00127719,0
E00114155,2
E00127717,2
E00114154,1
E00127715,1
E00114152,0
E00188189,2
E00030743,1
E00091076,2
E00001760,1
E00011590,0
E00019476,0
E00135601,2
E00083638,2
E00082105,0
E00185614,0
E00014561,0
E00062689,0
E00013374,0
E00019487,0
E00062686,0
E00062685,2
E00127680,0
E00087814,0
E00019281,0
E00030503,2
E00063015,2
E00093964,2
E00123888,1
E00001673,2
E00084128,0
E00063768,1
E00135602,1
E00084126,2
E00135604,2
E00083606,1
E00006757,1
E00006756,2
E00019480,1
E00135612,1
E00139076,1
E00139077,2
E00114043,0
E00075392,2
E00139935,2
E00062481,2
E00015930,2
E00075181,1
E00016237,0
E00134232,1
E00028049,0
E00127764,1
E00006269,1
E00122321,0
E00170406,0
E00151839,1
E00020497,2
E00079084,0
E00151842,0
E00155730,0
E00035004,1
E00001734,1
E00189380,2
E00090586,2
E00009711,0
E00101341,1
E00075200,1
E00014564,2
E00114041,2
E00075196,1
E00170501,2
E00114018,0
E00075193,2
E00084080,1
E00084141,2
E00093546,2
E00170508,1
E00006237,2
E00046026,0
E00185283,0
E00186983,0
E00013247,0
E00075201,2
E00093530,0
E00114019,1
E00032075,1
E00015954,2
E00032076,1
E00168358,1
E00107101,2
E00062459,2
E00062456,0
E00135539,1
E00015964,1
E00015967,2
E00000616,0
E00170476,2
E00001034,2
E00153635,1
E00127733,0
E00099024,1
E00147221,0
E00084218,0
E00006241,2
E00091068,1
E00141031,0
E00185214,1
E00032081,2
E00062565,1
E00062564,1
E00015966,0
E00062562,1
E00093543,0
E00078053,0
E00098975,1
E00170311,1
E00127746,2
E00075166,2
E00127745,0
E00013487,0
E00075202,0
E00121257,2
E00121258,2
E00187558,1
E00001744,0
E00185245,2
E00168193,2
E00184600,1
E00015949,0
E00169894,0
E00085268,1
E00016800,0
E00104569,2
E00121269,2
E00084186,0
E00121268,0
E00087623,1
E00131661,1
E00084176,0
E00075229,2
E00001680,0
E00086864,1
E00103806,2
E00138976,0
E00121295,1
E00140867,2
E00016378,2
E00170360,1
E00170361,1
E00129900,1
E00017578,1
E00017576,1
E00017575,2
E00083986,0
E00140879,0
E00017572,2
E00121281,0
E00011865,0
E00017570,0
E00034174,2
E00086882,1
E00017567,0
E00025891,2
E00128140,1
E00140847,2
E00034171,1
E00006896,0
E00015877,2
E00083977,1
E00015878,2
E00146906,1
E00011868,1
E00140855,0
E00015900,1
E00015899,1
E00001683,1
E00146909,0
E00170347,0
E00063833,1
E00015890,2
E00170350,0
E00015885,2
E00062539,1
E00170027,2
E00189561,1
E00130235,2
E00169728,1
E00079221,2
E00155128,2
E00000870,2
E00133767,0
E00188570,2
E00106839,1
E00062934,0
E00062932,2
E00010142,1
E00034086,0
E00018490,2
E00189576,2
E00121720,0
E00034520,0
E00062941,2
E00140895,1
E00015847,1
E00062945,2
E00128177,2
E00087686,2
E00110261,0
E00031688,2
E00063590,0
E00149297,0
E00083972,0
E00128173,0
E00091513,2
E00137282,2
E00014407,0
E00188107,1
E00169718,1
E00063601,2
E00119775,2
E00030730,2
E00119774,2
E00138634,0
E00138635,2
E00122650,2
E00122649,0
E00122648,2
E00169783,0
E00169786,1
E00001788,0
E00085237,1
E00030227,0
E00086958,1
E00093395,1
E00086956,0
E00122658,2
E00094387,1
E00019886,0
E00015928,0
E00122074,0
E00084044,2
E00101207,2
E00017601,1
E00130164,0
E00017599,2
E00017598,2
E00012129,1
E00062918,2
E00087846,1
E00017594,2
E00084071,2
E00012127,2
E00126739,2
E00122162,1
E00013439,2
E00121387,2
E00012144,2
E00169768,1
E00084063,1
E00148054,1
E00086922,0
E00086920,0
E00086919,1
E00094397,0
E00133190,0
E00063694,2
E00137302,2
E00114586,2
E00086911,1
E00077183,1
E00020881,2
E00086907,0
E00012143,2
E00084020,0
E00084019,1
E00086900,0
E00122690,0
E00082923,1
E00149193,0
E00101228,1
E00017490,1
E00094027,0
E00030437,2
E00063011,0
E00141198,2
E00017485,0
E00169578,0
E00086724,1
E00006744,1
E00169584,2
E00084038,2
E00016303,2
E00184791,0
E00138548,1
E00169595,0
E00121361,0
E00114609,0
E00088363,1
E00114567,0
E00121441,2
E00150005,0
E00077319,0
E00006717,0
E00062962,1
E00051710,2
E00016498,0
E00016057,0
E00121440,2
E00016761,2
E00017503,2
E00122694,0
E00189710,0
E00062954,0
E00085451,1
E00023994,0
E00033131,2
E00016489,0
E00169697,2
E00062963,2
E00062964,1
E00017433,1
E00062967,1
E00000585,1
E00101220,1
E00055945,2
E00082990,2
E00128934,2
E00122663,2
E00016506,1
E00093800,1
E00151338,0
E00016291,0
E00104058,2
E00046464,1
E00033202,0
E00122685,2
E00016504,0
E00016502,0
E00184877,0
E00085080,0
E00077292,1
E00119895,0
E00141131,0
E00122681,2
E00149225,1
E00085432,1
E00012836,2
E00119905,1
E00188638,2
E00016467,1
E00055998,1
E00020697,0
E00137020,0
E00119910,1
E00188529,0
E00155378,2
E00090880,2
E00090852,2
E00012840,0
E00062771,2
E00132924,2
E00121428,2
E00016352,0
E00091773,2
E00154768,1
E00085449,2
E00181377,1
E00169929,0
E00188537,2
E00013860,0
E00016916,1
E00016481,1
E00085446,1
E00062775,2
E00086823,1
E00181371,0
E00169939,2
E00085423,0
E00016513,1
E00128107,1
E00016548,0
E00012811,0
E00006376,0
E00122495,0
E00167917,1
E00085520,2
E00093783,0
E00015232,1
E00016540,2
E00094463,0
E00150854,1
E00150852,2
E00128070,2
E00062728,1
E00045735,1
E00131084,0
E00028089,0
E00062743,2
E00020642,2
E00128772,2
E00090875,2
E00017523,2
E00006383,0
E00020640,1
E00042188,1
E00030138,1
E00023241,0
E00085527,2
E00023240,1
E00128071,1
E00147970,1
E00092947,1
E00167903,1
E00150862,2
E00154693,1
E00128067,0
E00085508,1
E00190365,2
E00016524,0
E00093792,1
E00086760,2
E00034880,0
E00140569,1
E00055659,2
E00016521,1
E00094482,1
E00055981,0
E00094456,2
E00073926,0
E00128283,0
E00019613,0
E00132866,2
E00016827,2
E00122577,2
E00122576,1
E00127443,1
E00016823,0
E00126809,1
E00006933,1
E00114234,0
E00087872,0
E00082597,2
E00016817,0
E00114231,2
E00114230,1
E00012072,0
E00006423,2
E00034692,2
E00012117,0
E00136176,0
E00030878,2
E00012114,1
E00014856,0
E00187367,2
E00181406,2
E00087873,2
E00021118,0
E00104049,2
E00022166,1
E00034688,0
E00034689,2
E00026111,0
E00147335,0
E00170663,2
E00102140,2
E00153637,1
E00020296,1
E00119947,0
E00122535,2
E00016786,2
E00188897,2
E00148130,0
E00122529,0
E00136231,2
E00122527,1
E00169897,2
E00122526,1
E00153699,2
E00082567,0
E00015236,1
E00122522,0
E00122521,1
E00154834,2
E00072800,2
E00122538,2
E00104052,2
E00016789,0
E00032139,2
E00016809,0
E00188908,0
E00062810,2
E00094439,1
E00062805,0
E00152208,2
E00145272,0
E00016654,0
E00016799,1
E00016797,2
E00012064,0
E00185980,1
E00016794,1
E00171195,2
E00085260,1
E00121648,2
E00114730,2
E00033324,1
E00121665,0
E00012350,2
E00113839,2
E00144365,0
E00134105,1
E00128892,1
E00096106,1
E00188614,0
E00003314,0
E00012340,2
E00140493,2
E00012338,1
E00095955,2
E00012336,1
E00012335,0
E00120435,1
E00015178,0
E00125964,0
E00077561,1
E00085274,2
E00084622,0
E00125961,2
E00142314,1
E00113844,2
E00016925,2
E00016924,1
E00006219,2
E00075768,1
E00033026,1
E00062066,0
E00010368,2
E00062039,0
E00133308,2
E00016146,0
E00141703,2
E00148834,0
E00185928,0
E00032132,0
E00085395,2
E00085394,0
E00147554,0
E00016859,0
E00030882,2
E00141745,0
E00018500,2
E00029774,0
E00141748,1
E00119824,1
E00006884,1
E00043260,1
E00043259,0
E00016849,2
E00012318,2
E00140820,2
E00083446,1
E00113995,1
E00136046,1
E00029788,2
E00016884,1
E00085413,0
E00094192,1
E00016880,2
E00083452,1
E00075726,0
E00171234,2
E00032195,1
E00075723,2
E00140818,1
E00171152,2
E00181204,1
E00167968,0
E00016426,1
E00128354,0
E00033031,1
E00144721,2
E00113994,1
E00030836,2
E00016423,2
E00148831,0
E00094171,1
E00123529,1
E00140808,1
E00153603,2
E00020598,1
E00085809,1
E00136389,2
E00075744,2
E00074360,1
E00171017,2
E00015192,0
E00075738,0
E00019669,0
E00077597,0
E00032249,2
E00094170,0
E00030815,0
E00087163,2
E00019614,2
E00075795,1
E00167954,0
E00121579,1
E00085828,0
E00148087,2
E00094161,2
E00006123,0
E00085826,1
E00171072,2
E00171075,2
E00006115,1
E00085823,1
E00094169,0
E00006113,1
E00092721,1
E00188838,1
E00006110,0
E00013549,1
E00049867,1
E00006106,2
E00085781,0
E00154835,1
E00085779,2
E00016670,0
E00143768,2
E00083492,1
E00011421,0
E00123554,0
E00016733,1
E00016686,2
E00016730,1
E00188766,1
E00003304,0
E00092966,0
E00148118,0
E00171096,2
E00051666,1
E00016672,1
E00016741,2
E00148123,1
E00062108,1
E00010001,2
E00181192,1
E00021013,1
E00003307,0
E00094177,1
E00020247,1
E00171264,1
E00085792,2
E00025388,1
E00143756,0
E00006033,1
E00148109,0
E00113751,2
E00084539,2
E00032165,1
E00016658,0
E00016766,1
E00031925,0
E00006026,1
E00006025,0
E00042093,2
E00013589,2
E00016106,0
E00006036,1
E00188822,2
E00113752,2
E00001560,0
E00014208,1
E00075289,1
E00104098,2
E00016757,1
E00020229,2
E00188734,2
E00101178,2
E00122793,1
E00031654,0
E00113760,2
E00149062,1
E00120103,0
E00077419,0
E00094281,2
E00016777,0
E00085746,2
E00181147,2
E00048956,1
E00101175,1
E00024781,1
E00171530,0
E00188876,2
E00152048,0
E00085738,0
E00085737,1
E00009978,2
E00136340,0
E00106441,0
E00171543,2
E00110507,0
E00106440,0
E00099233,0
E00024207,0
E00074147,1
E00121900,1
E00171520,2
E00016748,2
E00188816,1
E00145048,2
E00010039,2
E00001200,0
E00188814,2
E00120174,2
E00188854,1
E00016755,0
E00099212,2
E00181135,0
E00006017,2
E00126064,0
E00010084,2
E00055882,2
E00018480,2
E00016752,0
E00171503,2
E00087063,1
E00120161,1
E00171016,1
E00171392,2
E00171389,2
E00101180,1
E00188853,2
E00171306,2
E00013376,0
E00171308,2
E00171309,2
E00171310,1
E00085731,0
E00171312,1
E00110320,2
E00087064,2
E00114296,2
E00045628,1
E00055831,2
E00085726,0
E00082869,2
E00063203,2
E00120155,2
E00085721,1
E00077460,0
E00140407,0
E00099157,1
E00171271,0
E00086167,0
E00012313,1
E00171274,0
E00094220,2
E00030918,1
E00019505,1
E00099161,1
E00189017,2
E00171284,1
E00171285,0
E00128195,2
E00086177,1
E00086173,0
E00128192,0
E00077500,2
E00088976,1
E00021070,0
E00129414,1
E00140389,2
E00011025,1
E00019644,0
E00017036,1
E00145322,1
E00077435,0
E00125686,1
E00016597,1
E00149042,2
E00086116,1
E00171386,1
E00171387,0
E00016126,2
E00085562,0
E00001558,0
E00114290,2
E00015021,0
E00132513,0
E00072912,0
E00114285,1
E00045623,1
E00035069,1
E00126281,0
E00011020,2
E00085559,1
E00023960,0
E00016245,1
E00126279,0
E00126278,0
E00126277,0
E00024080,0
E00077442,0
E00013344,2
E00128733,2
E00171013,0
E00085537,2
E00181211,2
E00170669,1
E00003201,1
E00023934,1
E00104228,1
E00170673,1
E00031324,0
E00031325,2
E00062341,1
E00099048,1
E00062339,0
E00103161,0
E00087115,2
E00185569,0
E00001616,2
E00099051,2
E00124092,0
E00078098,1
E00030327,1
E00127735,1
E00062350,0
E00031484,0
E00093380,1
E00016577,1
E00074718,0
E00087071,1
E00085569,2
E00170686,1
E00170651,1
E00006507,2
E00092143,2
E00181279,0
E00094033,0
E00154648,0
E00010972,2
E00032416,1
E00006500,2
E00016631,0
E00132155,0
E00087101,2
E00187474,0
E00152351,0
E00000897,0
E00087096,1
E00013674,0
E00146625,2
E00113966,0
E00016655,1
E00135737,2
E00154961,0
E00084144,2
E00126109,1
E00142267,0
E00130482,2
E00093313,1
E00045644,2
E00016652,1
E00127362,1
E00013660,2
E00127361,1
E00130890,0
E00062324,1
E00082894,0
E00120089,1
E00085570,0
E00047098,0
E00063829,2
E00062319,1
E00082885,1
E00085578,0
E00189436,0
E00030981,1
E00017103,0
E00019195,2
E00010941,0
E00085574,2
E00047091,1
E00016915,1
E00123072,2
E00086105,2
E00139800,2
E00126667,0
E00106846,0
E00134077,2
E00027331,2
E00016926,0
E00081954,2
E00098826,2
E00031264,0
E00127530,0
E00090658,2
E00146635,0
E00186619,2
E00016613,0
E00032131,1
E00123066,1
E00120023,1
E00130934,2
E00184963,0
E00016939,1
E00085581,1
E00031433,2
E00120015,1
E00130942,0
E00014944,2
E00084978,0
E00019843,1
E00020964,1
E00187403,0
E00006231,2
E00003192,0
E00181548,1
E00084973,0
E00110362,0
E00033380,0
E00123723,0
E00033383,2
E00075666,0
E00009789,1
E00047777,0
E00134132,2
E00134133,2
E00083735,0
E00106259,2
E00090398,2
E00110446,2
E00102962,0
E00136057,0
E00123620,1
E00121127,1
E00062357,2
E00031458,0
E00073239,1
E00014921,1
E00020959,1
E00030901,0
E00082003,1
E00087658,1
E00084980,1
E00169368,2
E00014910,2
E00019305,1
E00125550,2
E00090984,1
E00113996,0
E00185759,0
E00099047,1
E00103986,1
E00020963,2
E00087608,1
E00094096,1
E00001325,0
E00015661,0
E00151467,2
E00006234,0
E00143521,1
E00092600,0
E00015317,0
E00023791,0
E00055747,0
E00016994,0
E00016254,2
E00031451,1
E00155504,2
E00016990,0
E00125478,0
E00170935,0
E00155507,1
E00016986,1
E00099102,2
E00099103,0
E00170943,2
E00083688,1
E00127586,0
E00015546,1
E00019652,1
E00030789,1
E00113906,0
E00075417,2
E00006137,0
E00076139,2
E00155562,0
E00024201,1
E00032124,2
E00019662,1
E00170901,2
E00102432,1
E00170903,1
E00017004,1
E00017001,0
E00150575,0
E00016943,1
E00016979,1
E00011547,2
E00085022,2
E00089688,0
E00168846,0
E00150665,1
E00099117,1
E00025245,2
E00135949,1
E00134160,0
E00114390,2
E00032127,2
E00171002,0
E00171003,2
E00125770,0
E00074679,1
E00127574,0
E00099118,0
E00099119,0
E00099112,0
E00141497,0
E00170987,2
E00023231,2
E00170960,0
E00089149,2
E00014963,0
E00016972,2
E00124091,1
E00020113,1
E00131626,1
E00016280,1
E00016279,2
E00023233,1
E00099107,2
E00170979,1
E00155442,2
E00149180,0
E00016962,1
E00015754,0
E00170976,0
E00133610,0
E00003284,0
E00113912,1
E00006155,2
E00075302,0
E00083816,0
E00092641,0
E00133619,2
E00170792,1
E00113948,2
E00170794,0
E00000908,1
E00147261,1
E00170805,0
E00003279,2
E00001927,2
E00133607,1
E00131476,0
E00031910,0
E00155473,1
E00014194,1
E00014554,0
E00121905,1
E00103984,2
E00083554,2
E00121332,0
E00128684,2
E00155482,2
E00020924,0
E00015689,0
E00016485,0
E00110459,0
E00133602,2
E00155471,2
E00075400,1
E00030768,2
E00076231,1
E00006161,1
E00006168,2
E00113911,2
E00133684,1
E00170818,2
E00006151,2
E00000918,1
E00087364,1
E00020190,1
E00006148,1
E00188446,2
E00113919,1
E00006144,0
E00006143,0
E00006142,0
E00006141,0
E00170870,0
E00133667,1
E00124227,2
E00124229,2
E00101278,0
E00090781,2
E00011597,0
E00170846,1
E00127058,1
E00091430,2
E00101279,2
E00114447,0
E00188427,2
E00113935,2
E00012636,0
E00114443,1
E00083635,2
E00014562,0
E00187170,1
E00119673,2
E00016184,1
E00128695,2
E00127021,2
E00128483,2
E00014590,0
E00011804,2
E00128479,1
E00077738,0
E00084812,1
E00128746,0
E00063770,1
E00138024,1
E00077736,0
E00055819,2
E00128738,2
E00011789,2
E00090671,1
E00019733,0
E00127040,1
E00006755,2
E00133480,0
E00127035,2
E00087843,2
E00144745,1
E00168349,0
E00087837,2
E00087836,1
E00063811,0
E00055813,2
E00020943,0
E00011816,0
E00075178,1
E00011814,0
E00151836,2
E00092608,0
E00016226,2
E00063787,1
E00035047,2
E00063785,1
E00139932,0
E00139934,1
E00188669,2
E00129640,0
E00082154,1
E00031146,0
E00150886,1
E00128704,2
E00185261,1
E00030319,2
E00014676,2
E00033408,2
E00128699,1
E00021190,0
E00128698,2
E00168400,2
E00019286,1
E00120391,0
E00168403,1
E00168404,2
E00128732,2
E00151824,0
E00075187,1
E00107714,0
E00189646,2
E00019162,1
E00144787,1
E00011773,0
E00084868,0
E00063289,1
E00063753,1
E00168360,1
E00128721,2
E00063812,1
E00063751,2
E00128720,2
E00079289,1
E00011758,2
E00119927,1
E00017111,2
E00129923,0
E00011206,2
E00154633,0
E00129433,1
E00001466,2
E00063815,2
E00019152,2
E00094506,1
E00000010,0
E00124031,1
E00055792,2
E00023920,2
E00011900,0
E00011899,2
E00006852,1
E00145998,1
E00011890,1
E00006848,2
E00131682,1
E00133819,1
E00075566,1
E00104047,0
E00131686,2
E00133822,0
E00032078,0
E00031538,1
E00133285,1
E00014820,0
E00126111,2
E00014096,0
E00128884,0
E00015118,2
E00019497,0
E00084651,0
E00085182,1
E00085181,0
E00146001,0
E00121450,1
E00055788,2
E00006871,0
E00137377,0
E00094530,0
E00087617,1
E00063379,0
E00094535,1
E00006823,0
E00015254,1
E00181658,1
E00131692,1
E00023916,0
E00084164,0
E00143088,0
E00014345,1
E00087624,2
E00063821,2
E00105056,1
E00030810,2
E00055808,2
E00014337,1
E00025886,1
E00025887,0
E00011882,1
E00155139,1
E00188114,2
E00081955,0
E00181667,2
E00019257,2
E00074253,1
E00018920,0
E00155148,1
E00188562,0
E00072635,2
E00129797,0
E00063838,1
E00143090,0
E00133814,1
E00063836,1
E00155113,2
E00131707,0
E00130228,0
E00184782,0
E00155117,0
E00187125,1
E00020846,1
E00025862,1
E00082046,0
E00073245,1
E00155126,0
E00121496,1
E00084011,0
E00024742,2
E00133766,1
E00075671,0
E00087682,1
E00168600,1
E00122091,2
E00090602,0
E00129231,0
E00083445,0
E00014480,2
E00085233,2
E00023798,2
E00129773,1
E00150035,1
E00075683,2
E00030819,2
E00137274,1
E00143120,0
E00079186,0
E00150041,1
E00155177,0
E00133769,0
E00133772,1
E00020407,0
E00083971,1
E00082004,0
E00102130,0
E00015654,0
E00168574,0
E00141165,1
E00001564,2
E00120276,1
E00126291,2
E00120275,1
E00103299,2
E00168649,0
E00168650,2
E00168651,2
E00168652,2
E00101286,1
E00145954,2
E00020635,1
E00093396,1
E00000609,0
E00082029,2
E00016381,0
E00114480,2
E00123610,0
E00020238,2
E00085818,0
E00155047,1
E00133782,2
E00030245,0
E00030244,1
E00092737,2
E00030236,1
E00063583,0
E00114514,2
E00124061,1
E00075489,1
E00155038,2
E00168040,0
E00114756,1
E00098750,0
E00126828,1
E00154883,2
E00077199,1
E00014716,0
E00155025,0
E00085220,0
E00114526,2
E00094019,0
E00016396,0
E00133187,2
E00079333,0
E00096125,2
E00086918,2
E00077187,0
E00141232,0
E00114585,0
E00094020,2
E00119781,1
E00120266,1
E00187250,2
E00088348,2
E00013450,1
E00016311,2
E00114597,0
E00114598,0
E00016308,2
E00006741,0
E00006750,1
E00084014,1
E00188507,2
E00127194,1
E00055723,1
E00006746,0
E00016307,2
E00114568,1
E00016088,0
E00133223,2
E00094029,2
E00009795,0
E00084037,1
E00122691,2
E00001092,1
E00094347,1
E00016323,2
E00084410,1
E00075498,2
